1709210875.000000, 1709210875.000000, 1709210875.000000
32.000000, 32.000000, 32.000000
3,11,62
7,11,63
12,7,63
6,11,63
7,10,62
8,11,63
8,11,63
8,10,63
7,10,63
6,11,62
6,11,63
6,11,63
7,11,62
7,11,62
6,11,63
6,10,63
7,11,63
7,12,63
7,11,63
7,12,63
6,12,63
7,12,62
6,12,62
6,11,63
6,12,62
6,12,62
6,13,62
6,14,62
6,13,62
5,13,62
6,13,62
6,13,62
6,13,62
6,13,63
5,13,63
6,13,62
6,13,62
6,13,62
7,13,62
7,13,62
7,14,62
6,13,63
5,13,63
6,13,62
6,12,62
6,12,63
7,13,62
7,13,62
6,13,63
6,13,62
5,12,63
6,12,63
6,12,62
6,13,62
6,13,62
6,13,63
6,12,63
5,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,63
6,13,63
6,13,62
6,13,62
6,12,62
5,12,63
6,13,63
6,13,62
6,13,62
6,13,62
7,14,62
6,14,62
6,14,62
7,11,63
6,10,63
6,11,63
6,13,62
6,13,62
6,13,62
6,12,62
6,13,62
8,13,62
7,14,63
7,14,62
7,14,62
5,13,62
6,13,62
6,14,62
5,14,62
6,14,62
6,14,62
6,14,62
6,13,62
7,14,62
6,14,62
6,13,62
6,13,62
6,13,62
6,13,63
7,14,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,62
6,14,62
6,13,62
6,13,62
6,14,62
6,13,62
6,13,62
6,13,63
7,13,62
6,13,62
6,13,63
6,14,62
6,14,62
6,14,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,14,62
6,14,62
6,13,63
6,13,62
6,14,62
6,14,62
6,14,62
6,13,62
5,13,63
6,14,62
6,14,62
6,13,62
6,14,62
6,13,63
6,13,63
6,13,62
6,14,62
6,14,62
6,13,63
7,13,63
6,14,62
6,13,62
6,13,62
6,14,62
6,14,62
6,14,62
6,13,62
6,13,62
6,13,62
6,14,62
6,13,62
6,13,62
6,14,62
5,14,62
5,14,62
6,14,62
6,13,63
6,13,63
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,14,62
6,13,62
6,13,63
6,14,62
6,14,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
7,14,62
6,13,62
6,13,62
5,13,62
7,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,63
6,13,63
6,13,62
6,13,62
6,13,62
6,14,62
6,13,63
6,13,62
6,13,62
6,13,63
6,13,63
7,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,63
6,13,62
6,13,62
6,13,62
6,13,62
6,13,62
